ID;Average User Rating;User Rating Count;Price;In-app Purchases;Developer;Age Rating;Languages;Size;Genero_1;Genero_2;Genero_3;Original Release Date;Current Version Release Date
1415296141;4.5;80;0;;Ivan Yakovliev;4+;EN;72016896; Strategy;;;04/08/2018;12/06/2019
1415330271;;;0.99;;Orator Games;9+;EN;108869632; Strategy;;;05/08/2018;05/08/2018
1415556969;;;0;;Triplelog;4+;EN;25272320; Strategy; Puzzle;;06/08/2018;06/08/2018
1415561655;;;0;0.99;Yi Xu;4+;EN;51361792; Strategy; Puzzle; Entertainment;02/08/2018;02/08/2018
1415572435;;;0;;Sarah Lensing;4+;EN;14318592; Strategy; Puzzle;;29/08/2018;29/08/2018
1415593402;;;0;1.99;JUAN MIGUEL DE ROBLES MACEDO;12+;EN;50391040; Adventure; Strategy;;28/05/2019;28/05/2019
1415600991;4.5;15;0;;Nathan Catapano;4+;EN;21929984; Puzzle; Strategy;;11/10/2018;25/07/2019
1415642383;4;6;0;64.99, 25.99, 12.99, 3.99, 0.99, 6.99;Tung Bui Thanh;12+;EN;664393728; Strategy; Role Playing;;04/01/2019;23/05/2019
1415663560;3.5;30;0;7.99, 4.99, 9.99, 13.99, 19.99, 9.99, 21.99, 21.99, 7.99;Iron Horse Games LLC;4+;ZH, EN, FR, DE, EL, IT, PL, PT, RU, ZH, ES, ZH, TR;109772800; Entertainment; Strategy; Simulation;25/09/2018;09/01/2019
1415692450;;;0;1.99;Maria Amparo Ricos;4+;EN, ES;90914816; Entertainment; Strategy; Puzzle;01/08/2018;01/08/2018
1415708282;5;11;0;4.99;Guangjie Zhou;4+;ZH, EN, ZH, ZH;135547904; Travel; Strategy; Racing;03/01/2019;10/07/2019
1415712748;4.5;241;0;0.99, 4.99;Tran Quoc Khanh;4+;EN;81979392; Strategy; Board;;02/08/2018;16/10/2018
1415822037;3.5;6;0;1.99;Stewart Feasby;4+;EN;34163712; Strategy; Entertainment; Casual;07/08/2018;14/03/2019
1416431431;;;1.99;;Pablo Lupo;9+;EN;53812224; Strategy; Entertainment; Board;18/12/2018;18/12/2018
1416613997;;;0;;Ludigames;9+;EN;102247424; Entertainment; Strategy; Casual;03/08/2018;03/08/2018
1416741929;;;0;0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99;Deft Games Ltd;4+;EN;95513600; Strategy; Puzzle;;12/08/2018;05/09/2018
1416913934;;;0;2.99;PD Studios Ltd;4+;AR, HY, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, FA, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI;28691456; Strategy; Board;;18/02/2019;20/05/2019
1417141579;4.5;4772;0;2.99, 0.99, 4.99, 0.99, 2.99, 4.99, 0.99, 9.99, 9.99, 5.99;Azur Interactive Games Limited;9+;EN;911975424; Strategy; Action; Entertainment;03/06/2019;23/07/2019
1417213723;;;0;;wang qiyuan;4+;EN, ZH, ZH;88737792; Strategy; Puzzle; Entertainment;09/08/2018;08/12/2018
1417307950;;;0;;Chau Hoang;4+;EN;10376192; Puzzle; Strategy;;04/08/2018;04/08/2018
1417357013;;;0;;payal patel;4+;EN;41224192; Puzzle; Education; Strategy;02/08/2018;02/08/2018
1417380044;3.5;434;0;4.99, 4.99, 9.99, 4.99, 4.99, 4.99, 9.99, 19.99, 9.99, 4.99;Eastside Games;17+;EN;140485632; Strategy; Simulation; Entertainment;15/04/2019;29/07/2019
1417547025;4;5495;0;99.99, 4.99, 19.99, 49.99, 74.99, 4.99, 49.99, 79.99, 69.99, 59.99;Mobile War LLC;12+;EN, FR, DE, IT, JA, KO, PT, RU, ES, ZH, TR;155878400; Role Playing; Strategy; Social Networking;25/10/2018;21/02/2019
1417852128;4;468;0;2.99;Vyacheslav Kourov;12+;EN;99793920; Strategy; Simulation;;06/08/2018;13/06/2019
1417881112;4;58;0;19.99, 1.99, 4.99, 2.99, 1.99, 1.99, 49.99, 1.99, 9.99, 5.99;Do Anh Tu;9+;EN;347977728; Entertainment; Strategy; Action;26/08/2018;09/07/2019
1418337676;4;382;0;9.99, 99.99, 4.99, 19.99, 29.99, 49.99;mongo;9+;EN;192766976; Strategy; Entertainment; Simulation;12/08/2018;22/02/2019
1418435463;5;3451;0;19.99, 1.99, 4.99, 4.99, 14.99, 9.99, 0.99, 9.99, 4.99, 9.99, 9.99;TOJOY GAME;12+;EN;112396288; Strategy; Entertainment; Role Playing;25/09/2018;04/06/2019
1418442833;;;0;;yong fu;9+;EN;73100288; Social Networking; Strategy; Simulation;02/08/2018;18/09/2018
1418499592;4.5;71;0;1.99, 2.99, 4.99, 4.99, 0.99, 1.99, 9.99, 9.99, 19.99, 4.99;FredBear Games LTD;9+;EN;259811328; Strategy; Simulation;;21/11/2018;14/07/2019
1418571105;;;0;;Henrique Silva;4+;EN;216743936; Entertainment; Strategy; Simulation;12/08/2018;01/08/2019
1418593600;4;147;0.99;;Martin Pluisch;4+;EN;213226496; Puzzle; Strategy;;16/08/2018;26/07/2019
1418600933;4.5;176;0;0.99, 0.99, 3.99, 89.99, 3.99, 89.99, 8.99, 17.99, 17.99, 8.99;XYRALITY GmbH;12+;EN, FR, DE, IT, JA, RU, ES;985459712; Simulation; Strategy; Entertainment;14/11/2018;08/07/2019
1418680034;4.5;127;0;;Candywriter, LLC;4+;EN;38638592; Puzzle; Strategy;;18/10/2018;18/10/2018
1418793898;;;0;;Joshua Baldwin;4+;EN;78858240; Strategy; Casual; Entertainment;27/08/2018;16/09/2018
1418806685;2;5;0;;Liu Yiteng;9+;EN;85888000; Strategy; Word;;02/08/2018;10/12/2018
1418815969;;;1.99;;Perry Toone;4+;EN;27927552; Strategy; Puzzle;;04/08/2018;04/08/2018
1418852799;;;0;;nick bell;4+;EN;23243776; Entertainment; Trivia; Strategy;09/08/2018;18/10/2018
1418931150;4.5;53;0;;Tomohiko Horigome;4+;EN, JA;76560384; Entertainment; Role Playing; Strategy;23/09/2018;27/07/2019
1419025131;;;0;1.99, 9.99;yongbao lu;4+;AR, HY, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, FA, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI;69715968; Strategy; Puzzle;;10/11/2018;09/01/2019
1419090126;;;0;;KONG PENG LV;4+;EN;88891392; Strategy; Puzzle; Entertainment;04/08/2018;17/02/2019
1419210354;;;2.99;;Joseph Grainger;9+;EN;154589184; Strategy; Action;;03/08/2019;03/08/2019
1419383685;5;7;0;0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.99, 1.99;Brandon Wallace;9+;EN;297722880; Board; Strategy;;22/02/2019;22/02/2019
1419405693;3;6;0;;HippoTap, LLC;4+;EN;257957888; Strategy; Simulation; Entertainment;04/08/2018;07/09/2018
1419531121;;;0;0.99;Hirakumar Patel;4+;EN;17183744; Strategy; Family; Education;08/09/2018;08/09/2018
1419548076;4;152;0;1.99, 4.99, 0.99;Noxfall Studios SL;4+;EN;91229184; Entertainment; Simulation; Strategy;04/08/2018;26/06/2019
1419585798;4.5;72;0;4.99, 2.99, 4.99, 0.99, 0.99, 2.99, 2.99, 1.99, 9.99, 0.99;Lumi Publications Pty Ltd;9+;EN;363259904; Strategy; Action; Entertainment;19/06/2019;11/07/2019
1419653750;;;3.99;;Murat YAKIN;17+;EN;620651520; Strategy; Simulation;;05/08/2018;05/08/2018
1419674095;4.5;236;0;0.99, 0.99, 3.99, 9.99, 17.99;Aleksandrs Visnakovs;4+;EN;71201792; Strategy;;;06/08/2018;04/07/2019
1419876340;;;0;;Harold Mohorn;4+;EN;10285056; Puzzle; Strategy;;07/09/2018;19/11/2018
1419904843;5;273;0;4.99, 9.99, 9.99, 1.99, 4.99, 29.99, 29.99, 9.99, 49.99, 94.99;Clegames, Inc.;9+;EN, FR, DE, JA, KO, PT, RU, ZH, ES, ZH;229073920; Strategy; Simulation;;14/09/2018;29/07/2019
1419935067;;;0;0.99, 4.99, 19.99, 39.99, 0.99, 0.99, 0.99, 1.99, 1.99, 1.99;Kosuke Oki;9+;EN;594312192; Simulation; Strategy;;05/08/2018;05/08/2018
1420211295;;;0;;Khushal Khan;4+;EN;44913664; Entertainment; Strategy; Puzzle;06/08/2018;03/02/2019
1420263968;;;0;;Purple Tree Studio;12+;EN;166282240; Card; Strategy;;20/08/2018;20/08/2018
1420288069;;;0;4.99, 9.99, 0.99;Rathan Haran;4+;EN;494837760; Sports; Sports; Strategy;14/09/2018;30/01/2019
1420342212;2;22;0;;Vu Hoang Anh;17+;EN;216645632; Entertainment; Strategy; Action;30/10/2018;30/10/2018
1420389640;;;0;;NGUYEN THI LIEN;4+;EN;159121408; Strategy; Entertainment; Simulation;05/10/2018;05/10/2018
1420433634;;;0;;ing sun;4+;EN, ZH;179568640; Entertainment; Strategy; Puzzle;06/08/2018;07/08/2018
1420459112;;;0.99;;Michael Szonn;12+;EN;45626368; Strategy; Action;;06/08/2018;06/08/2018
1420663087;5;11;0;1.99, 0.99;David Mercado;4+;EN;85783552; Casual; Strategy;;31/08/2018;13/10/2018
1420670549;;;0;;Deef Multimedia;17+;EN;75138048; Word; Strategy; Entertainment;03/08/2018;08/08/2018
1420751219;;;1.99;;Aneesha Telugu;4+;EN;175994880; Entertainment; Casual; Strategy;06/08/2018;06/08/2018
1420751957;;;0.99;;digital Gameworks LLC;9+;EN;14073856; Board; Strategy;;08/08/2018;08/08/2018
1420863231;;;0;;Pham Thanh;17+;EN;294707200; Action; Strategy; Entertainment;10/10/2018;10/10/2018
1420886943;;;0;;Nguyen Thi Loan;12+;EN;290882560; Strategy; Action; Entertainment;11/10/2018;11/10/2018
1420958763;;;0;;Ahsan Khan;4+;EN;207716352; Strategy; Simulation;;03/08/2018;03/08/2018
1420982632;5;18288;0;9.99, 1.99, 6.99, 19.99, 5.99, 7.99, 49.99, 49.99, 6.99, 9.99;wu zheyu;9+;EN, ZH;191540224; Simulation; Strategy; Entertainment;19/12/2018;29/07/2019
1421011197;3.5;12;0;0.99, 1.99, 2.99, 9.99, 25.99, 59.99, 0.99, 0.99, 2.99, 8.99;sohil kadevar;4+;EN;285407232; Board; Strategy; Entertainment;12/08/2018;01/06/2019
1421080963;4;29;1.99;0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 2.99, 0.99, 0.99;Plug In Digital;4+;EN, FR, DE, RU, ES;375417856; Strategy; Board;;13/12/2018;09/04/2019
1421082356;5;18;0;;AceViral.com;4+;EN;210098176; Strategy; Simulation;;23/08/2018;23/08/2018
1421109963;4.5;67;0;1.99, 0.99, 1.99, 4.99, 1.99, 49.99, 4.99, 2.99;Mariam Ali;12+;EN;207606784; Action; Strategy; Entertainment;18/08/2018;18/08/2018
1421137495;4.5;20;0;7.99, 15.99, 3.99, 44.99, 89.99;Evil Grog Games GmbH;4+;EN, FR, DE, PL, RU;177350656; Simulation; Strategy;;27/08/2018;18/02/2019
1421140557;2.5;11;0;;FUSEE;4+;EN;94857216; Puzzle; Strategy;;09/08/2018;27/11/2018
1421268942;;;0;;Basile Sountia;4+;EN;9808896; Puzzle; Strategy;;04/08/2018;04/08/2018
1421518254;3.5;1996;0;4.99, 9.99, 4.99, 4.99, 4.99, 9.99, 2.99, 0.99, 0.99, 0.99;BlankMediaGames;9+;EN;231629824; Strategy; Role Playing;;15/10/2018;11/07/2019
1421647335;4.5;723;0;;Iurii Nikshych;12+;EN;243179520; Strategy; Simulation;;07/08/2018;07/08/2018
1421675825;;;0;0.99;Yi Xu;4+;EN;51124224; Strategy; Puzzle; Entertainment;06/08/2018;06/08/2018
1421689429;5;10760;0;2.99, 1.99, 6.99, 0.99, 4.99, 15.99, 1.99, 4.99, 4.99, 2.99;zhang jun;4+;EN, JA, ZH, ZH;83936256; Entertainment; Puzzle; Strategy;18/12/2018;31/07/2019
1421811290;;;0;4.99;Wade Stutz;9+;EN;119776256; Strategy; Puzzle;;25/08/2018;25/08/2018
1421984663;5;6;0;;Nicholas Buckley;4+;EN;43355136; Strategy; Puzzle;;17/04/2019;22/07/2019
1421999931;3;62;0;7.99;Zenno Media LLC;4+;EN;72068096; Strategy; Board;;05/09/2018;03/12/2018
1422234737;;;0;;Mohammad Mukati;4+;EN;12824576; Casual; Strategy;;09/08/2018;18/08/2018
1422308786;;;0;0.99, 5.99, 3.99;GovCon Market Research LLC;4+;EN;70746112; Casino; Strategy;;15/08/2018;28/09/2018
1422345746;;;0.99;;Michael Szonn;12+;EN;50029568; Entertainment; Strategy; Action;08/08/2018;08/08/2018
1422363295;;;0.99;3.99, 0.99;Vladimir Jirov;4+;EN;139142144; Role Playing; Strategy;;06/08/2018;06/08/2018
1422368460;;;0;;Basile Sountia;4+;EN;27129856; Puzzle; Strategy;;19/10/2018;19/10/2018
1422427785;;;0;0.99;Gary Dye;4+;EN;34419712; Puzzle; Strategy; Entertainment;21/08/2018;27/08/2018
1422483373;;;0;0.99;Enes Akkus;4+;AR, CS, NL, EN, FR, DE, IT, JA, KO, MS, PT, RU, ZH, ES, SV, TR;32039936; Strategy; Education;;10/08/2018;01/08/2019
1422680051;4.5;152;0;;Iurii Nikshych;9+;EN;438204416; Strategy; Simulation;;10/08/2018;10/08/2018
1422858177;;;0.99;;WhatsGoodApps LLC;4+;EN;6071296; Casual; Strategy; Entertainment;09/08/2018;09/08/2018
1422933674;;;0;0.99, 3.99, 9.99, 19.99;FORE STUDIO LTD.;4+;EN;44655616; Entertainment; Simulation; Strategy;07/09/2018;18/09/2018
1422982629;;;0;;NGO HAI YEN;17+;EN;163804160; Casual; Entertainment; Strategy;05/10/2018;05/10/2018
1423030149;;;0;2.99, 3.99, 0.99, 2.99, 8.99;Fat Tail Productions;4+;EN;82103296; Strategy; Casual;;13/08/2018;03/06/2019
1423155054;;;0;;Ivan Katalinic;9+;EN;263777280; Action; Strategy;;15/08/2018;04/04/2019
1423419770;;;0;0.99, 4.99, 14.99, 29.99, 49.99, 99.99;Lozano Fido;9+;EN, FR, ZH;356400128; Strategy; Adventure;;21/08/2018;21/08/2018
1423429991;5;222;0;4.99, 19.99, 9.99, 49.99, 29.99, 99.99, 29.99;Game Hollywood;9+;EN;450093056; Role Playing; Lifestyle; Strategy;04/03/2019;09/04/2019
1423558969;;;0;;MystoneGame Inc;4+;EN;88478720; Strategy; Entertainment; Action;12/08/2018;12/08/2018
1423573458;4.5;8;0;54.99, 0.99;LimonGames;9+;EN;259713024; Strategy; Action;;20/08/2018;28/11/2018
1423697171;;;0;;Hoang Tran Viet;12+;EN;77919232; Strategy; Action; Entertainment;12/08/2018;12/08/2018
1423737755;;;0;;Daniel Lima;9+;EN;116368384; Simulation; Strategy;;10/11/2018;11/12/2018
1424077998;;;0;;Michael Gomez;4+;EN;295287808; Entertainment; Action; Strategy;19/08/2018;27/05/2019
1424082148;;;0;0.99;Burak Sendag;4+;EN;32788480; Strategy; Puzzle; Education;21/10/2018;22/05/2019
1424125907;;;0.99;;Michael Szonn;12+;EN;39875584; Strategy; Entertainment; Action;13/08/2018;13/08/2018
1424143668;4;15;0;0.99, 4.99, 9.99, 19.99, 2.99, 0.99, 0.99, 0.99, 2.99, 0.99;VOLV LLC;12+;EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH;593951744; Action; Strategy; Entertainment;21/11/2018;21/11/2018
1424175589;;;0;1.99;Ghislain Pellegrin;4+;EN;107734016; Strategy; Board;;27/09/2018;28/05/2019
1424247179;;;0;;Syed Jawad;4+;EN;219147264; Simulation; Strategy;;25/08/2018;25/08/2018
1424387648;;;0;0.99;Stewart Feasby;4+;EN;23217152; Strategy; Casual;;17/08/2018;28/10/2018
1424486657;4;284;0;;Solitaire Games Free;4+;EN;147505152; Board; Strategy;;13/08/2018;20/06/2019
1424501580;1.5;5;0;;Delidron Games;9+;EN;433041408; Strategy; Casual;;04/10/2018;26/06/2019
1424621763;3;8;0;1.99;Perry Toone;4+;EN;158439424; Simulation; Strategy;;13/08/2018;13/08/2018
1424621763;3;8;0;1.99;Perry Toone;4+;EN;158439424; Simulation; Strategy;;13/08/2018;13/08/2018
1424689260;4;5;0;18.99, 10.99, 5.99, 2.99;Steve Wilson;4+;EN;138195968; Simulation; Strategy;;15/08/2018;02/01/2019
1424822201;4.5;14;0;1.99, 2.99, 1.99;Arpit Reddy;4+;EN;135890944; Puzzle; Strategy;;24/08/2018;13/12/2018
1424834398;;;0;0.99, 1.99, 2.99, 4.99, 7.99;Japan Port Contents Co. Ltd.;4+;JA;73273344; Board; Strategy; Entertainment;16/04/2019;28/05/2019
1424841523;5;5;0;;Tap2Play, LLC (Ticker: TAPM);4+;EN;194080768; Strategy; Casual; Entertainment;06/09/2018;07/09/2018
1424892252;;;0;2.99, 2.99, 1.99, 2.99;Brody Entertainment Ltd.;4+;EN;239360000; Strategy; Puzzle;;28/08/2018;31/08/2018
1424924531;;;0;;"""Sean O'Connor""";9+;EN;21417984; Board; Strategy;;13/08/2018;29/11/2018
1424928464;;;1.99;;Jan Jaschke;12+;EN, FR, DE, RU;81774592; Strategy;;;21/08/2018;11/07/2019
1425005695;;;0;0.99, 0.99, 1.99, 1.99, 2.99, 2.99, 0.99, 1.99, 2.99;Andrew Shepherd;4+;EN;26833920; Puzzle; Strategy;;26/08/2018;26/08/2018
1425045526;;;0;1.99, 3.99, 4.99;Anthony Dozier;4+;EN;111002624; Strategy; Casual;;25/08/2018;25/08/2018
1425127045;;;0;1.99;Maximiliano Julio Demonte;4+;EN;16553984; Strategy; Casual;;07/09/2018;07/09/2018
1425326300;;;0;1.99;Kode Creer;9+;EN;93745152; Strategy; Casual;;13/08/2018;19/08/2018
1425470784;;;0;;Alban BERNARD;4+;EN, FR;17925120; Strategy; Family;;14/08/2018;26/11/2018
1425477370;;;0;;Lisa Burns;4+;EN;60004352; Strategy; Casual;;17/08/2018;17/08/2018
1425517816;;;0;;James Coffman;4+;EN;1017856; Puzzle; Strategy; Entertainment;14/08/2018;31/03/2019
1425521522;;;0;;Aneesh Chandy;4+;EN;53148672; Strategy;;;14/08/2018;14/08/2018
1425547815;;;0;;Hussam Alnasser;4+;EN;89519104; Puzzle; Education; Strategy;17/08/2018;17/08/2018
1425595694;;;0;2.99, 11.99, 4.99, 7.99, 1.99, 5.99, 3.99, 3.99, 0.99;Evgeny Shatsky;12+;EN;338766848; Casual; Strategy;;17/10/2018;15/05/2019
1425665542;;;0;1.99;Ian Spresney;4+;EN;58382336; Strategy; Action;;08/09/2018;25/01/2019
1425705218;;;0;14.99, 0.99, 7.99, 4.99, 29.99, 54.99, 99.99, 0.99, 7.99, 4.99;Tian Xu;12+;EN;24194048; Card; Entertainment; Strategy;20/10/2018;08/12/2018
1425711922;;;0;;jing ji;4+;EN;118807552; Strategy; Puzzle;;16/08/2018;07/09/2018
1425741271;;;0;;THEONE GAMES Inc.;12+;EN;154264576; Strategy; Action;;08/09/2018;08/09/2018
1425803924;4.5;89;0;;Abdelmajid Rajad;4+;AR, HR, DA, EN, FI, FR, DE, IT, KO, PT, RU, ZH, ES, SV, TR;29570048; Entertainment; Strategy;;20/08/2018;06/04/2019
1425820083;;;0;1.99;Ruby Software JSC;4+;EN;205293568; Strategy; Puzzle;;24/11/2018;24/11/2018
1425918292;3.5;15;0;;amine Eddaha;4+;EN;117279744; Strategy; Adventure; Sports;17/08/2018;12/06/2019
1425974502;;;0;;Jignesh vataliya;4+;EN;51720192; Strategy; Puzzle;;19/10/2018;19/10/2018
1425999624;3.5;32;0;;CMON;4+;EN;102079488; Board; Strategy; Utilities;16/10/2018;01/08/2019
1426043972;;;0;;Nozomi Media;4+;EN;146000896; Strategy; Puzzle; Entertainment;08/01/2019;16/01/2019
1426144455;;;0;;Tektonic;4+;EN;74023936; Strategy; Casual;;08/09/2018;12/09/2018
1426221815;3.5;136;0;1.99, 4.99, 8.99, 2.99, 1.99, 89.99, 89.99, 8.99, 89.99, 8.99;Clegames, Inc.;12+;EN, FR, JA, KO, ZH, TH, ZH;813158400; Entertainment; Strategy; Role Playing;22/11/2018;26/07/2019
1426236008;4.5;111;0;6.99;Jetdogs Oy;4+;NL, EN, FR, DE, IT, PT, RU, ES;243695616; Family; Strategy;;04/09/2018;05/02/2019
1426261854;4.5;1144;0;0.99;Happy Box \u6b22\u4e50\u76d2\u5b50;4+;AR, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI;103605248; Strategy; Entertainment; Puzzle;31/08/2018;24/07/2019
1426300386;5;2356;0;4.99, 4.99, 9.99, 4.99, 19.99, 0.99, 9.99, 1.99, 99.99, 49.99;Bling Bling Games GmbH;4+;EN, FR, DE, IT, PT, RU, ES;219420672; Entertainment; Simulation; Strategy;16/10/2018;02/08/2019
1426323947;;;0;8.99, 24.99, 69.99, 99.99;Dejin Yu;12+;EN, FR, DE, IT, JA, KO, PT, RU, ZH, TH, TR, VI;385115136; Strategy; Role Playing; Sports;19/08/2018;19/08/2018
1426508574;;;0;;Peter Deng;4+;EN;8518656; Strategy; Education; Board;16/08/2018;12/01/2019
1427099529;4;9;0;0.99, 1.99, 0.99, 0.99, 4.99, 4.99, 49.99, 14.99, 99.99, 29.99;WISDOM GAME ONLINE INTERNATIONAL LTD;12+;EN;658016256; Strategy;;;22/03/2019;31/07/2019
1427191615;;;0;;Charmi Meghapara;4+;EN;22427648; Strategy; Action; Entertainment;25/08/2018;25/08/2018
1427197174;4;13;0;;donna romeo;12+;EN, ZH, ZH;22316032; Family; Strategy;;24/08/2018;24/08/2018
1427205254;4.5;15;0;;Hopes;9+;EN;122398720; Strategy; Action;;04/09/2018;09/04/2019
1427516435;;;0;;Ronda S.A.S.;9+;EN;256839680; Strategy;;;17/08/2018;17/08/2018
1427517729;;;3.99;;Sebastian Ueberwolf;4+;EN;21182464; Strategy; Board;;19/08/2018;19/08/2018
1427534222;;;0;;Mark van Dijk;9+;EN;109833216; Action; Strategy;;17/08/2018;17/08/2018
1427571329;4.5;9;0;2.99, 2.99, 2.99, 2.99, 2.99;Kuato Games;9+;EN;281786368; Strategy; Action;;21/12/2018;05/07/2019
1427720846;3.5;6;0;0.99, 0.99, 19.99, 7.99, 2.99;Roghan Games;4+;EN;93017088; Strategy; Board;;31/08/2018;22/05/2019
1427933075;;;0;;Brian Barbu;4+;EN;9608192; Strategy; Reference; Card;25/08/2018;20/07/2019
1428169510;;;0;;James Butcher;4+;EN;12187648; Casual; Entertainment; Strategy;29/08/2018;29/08/2018
1428254302;2;9;0;1.99, 1.99, 1.99, 7.99, 0.99, 1.99, 1.99, 31.99, 2.99, 15.99;Dmitry Gushchin;12+;EN;121933824; Strategy;;;31/08/2018;20/06/2019
1428283711;;;0;;Nathaniel Wilson;4+;EN;24520704; Casual; Strategy;;19/08/2018;19/08/2018
1428297400;4;162;0;;roshan khunt;4+;EN;31366144; Strategy; Casual;;11/09/2018;11/09/2018
1428439752;;;0;;Ada Schmidt;17+;EN;82361344; Entertainment; Strategy; Card;30/08/2018;13/11/2018
1428609834;;;0;2.99;Stack Internet;9+;EN;217508864; Strategy; Adventure;;05/01/2019;24/07/2019
1429370310;;;0.99;;Angry Chicken Games;4+;EN;30007296; Strategy; Family;;30/08/2018;30/08/2018
1429512050;2.5;29;0;1.99;Vacharachai Nuiklom;4+;EN;122848256; Entertainment; Strategy; Simulation;01/09/2018;10/10/2018
1429514908;;;0;;Pravinkumar Parmar;4+;EN;56150016; Strategy; Entertainment; Casual;24/08/2018;24/08/2018
1429583140;4.5;8;0;0.99, 1.99, 2.99, 3.99;Iurii Nikshych;17+;EN;101415936; Action; Strategy;;24/08/2018;24/08/2018
1429620279;;;0;0.99;AI LISANS PAZARLAMA VE TICARET ANONIM SIRKETI;9+;EN;192118784; Entertainment; Strategy; Action;24/09/2018;09/11/2018
1429667316;4.5;3024;0;1.99, 6.99, 1.99, 0.99, 4.99, 0.99, 0.99, 1.99, 4.99, 19.99;Nishita Shah;4+;EN;174427136; Entertainment; Role Playing; Strategy;02/11/2018;18/07/2019
1429893612;;;0;;Dung Nguyen Viet;4+;EN;77528064; Action; Strategy; Entertainment;24/08/2018;28/08/2018
1430760936;3.5;10;0;;Handi Santoso;4+;EN;151151616; Strategy; Puzzle;;01/09/2018;01/09/2018
1430949672;;;0;;BR Games LLC;4+;EN;27980800; Strategy; Puzzle;;28/09/2018;28/09/2018
1431005602;;;0;;JONATHAN BRIZENDINE;4+;EN;11318272; Family; Strategy;;22/08/2018;22/08/2018
1431077605;;;0;;Sympo Games PTY LTD;4+;EN;113685504; Entertainment; Strategy; Adventure;20/08/2018;21/08/2018
1431083580;;;0;;Alexander Veselov;9+;;135725056; Strategy;;;22/09/2018;13/11/2018
1431544774;;;0;1.99;Jamie Lewis;4+;EN;307865600; Strategy; Simulation;;30/08/2018;16/02/2019
1431558429;;;0;;Mikael Hogstrom;12+;EN;210048000; Role Playing; Strategy;;07/09/2018;18/09/2018
1431597021;;;0;0.99;Gary Dye;4+;EN;34747392; Strategy; Entertainment; Puzzle;07/09/2018;07/09/2018
1431600058;5;1451;0;;Panda Games;4+;EN, ZH, ZH;35753984; Puzzle; Strategy;;25/08/2018;25/04/2019
1431617617;;;0;0.99;WhatsGoodApps LLC;4+;EN;22073344; Utilities; Casual; Strategy;21/08/2018;02/09/2018
1431623935;;;0;;LIHUHU PTE. LTD.;4+;EN;147689472; Entertainment; Casual; Strategy;22/09/2018;29/09/2018
1431677700;;;0;;Shiv Kumar;4+;EN;12962816; Strategy; Entertainment; Action;29/09/2018;29/11/2018
1431946708;5;50;0;;Virgilio Cortez;4+;EN;12896256; Entertainment; Strategy; Casual;23/08/2018;29/08/2018
1431982907;;;0;;amine Eddaha;9+;EN;243014656; Action; Strategy; Entertainment;28/08/2018;15/03/2019
1432015458;;;11.99;2.99;Domyung Kim;4+;EN;52186112; Simulation; Strategy; Education;22/08/2018;22/08/2018
1432032744;4.5;246;0;4.99, 4.99, 0.99, 9.99, 7.99, 19.99, 9.99, 4.99, 39.99, 9.99;burak ozcan;9+;EN;206983168; Strategy; Entertainment; Action;28/09/2018;02/05/2019
1432117595;;;0;;Omer Bashir;4+;EN;19030016; Adventure; Entertainment; Strategy;24/08/2018;24/08/2018
1432123044;;;0;;Basile Sountia;4+;EN;16200704; Strategy; Adventure;;21/08/2018;21/08/2018
1432150173;5;5;0;3.99;Savepoint Games LLC;12+;EN;188046336; Strategy;;;05/06/2019;01/08/2019
1432339994;5;11;0;;Lei Qian;4+;EN;74127360; Strategy; Entertainment; Puzzle;22/08/2018;22/08/2018
1432368817;;;0;;Deef Multimedia;17+;EN;72131584; Word; Strategy; Entertainment;08/09/2018;08/09/2018
1432411034;4.5;9;0;2.99;Gangame Srls;9+;EN;124656640; Simulation; Strategy;;25/08/2018;04/09/2018
1432471082;;;0;;Asfia sultana;4+;EN;64829440; Entertainment; Casual; Strategy;31/08/2018;31/08/2018
1432508129;;;0;0.99;Stewart Feasby;4+;EN;25682944; Casual; Education; Strategy;29/10/2018;29/10/2018
1432628453;4.5;33;0;1.99, 19.99, 3.99;Loom Network;9+;EN;394237952; Strategy; Card;;16/12/2018;01/07/2019
1432951818;;;0;;Carlos Ribas;4+;EN;215647232; Education; Strategy; Puzzle;07/09/2018;19/02/2019
1433217252;4.5;690;0;0.99, 1.99, 4.99, 9.99;Chengdu Phoenix Electronic Arts Co. Limited;4+;EN;319544320; Strategy; Simulation;;23/09/2018;20/12/2018
